"gene","module"
"C1orf9","yellow"
"TBL2","grey"
"NDUFC2","red"
"BIRC2","grey"
"KIAA1279","yellow"
"KLHL9","brown"
"COX6C","yellow"
"MLH1","yellow"
"RHOG","black"
"SDC4","red"
"UBE3A","yellow"
"CSTF3","yellow"
"MRPL24","blue"
"GPR107","black"
"C10orf119","brown"
"C19orf61","turquoise"
"SPRY1","grey"
"SPRED2","brown"
"EZH2","yellow"
"PPP1R16B","blue"
"FAM38A","blue"
"KLHL12","brown"
"TSPYL4","yellow"
"POLA2","turquoise"
"POLR2K","yellow"
"IWS1","brown"
"NDUFB6","green"
"SF3B14","brown"
"EIF2B2","blue"
"SLC39A3","turquoise"
"CYFIP2","blue"
"GNA13","brown"
"EFHA1","brown"
"RBM15B","blue"
"JAK1","green"
"RNF19A","brown"
"MED27","yellow"
"ANKRD13A","green"
"CEBPG","yellow"
"TYSND1","turquoise"
"ARIH1","brown"
"DCAF8","grey"
"RB1","brown"
"KIFC3","turquoise"
"VPS13D","green"
"PTPN18","grey"
"LPCAT4","turquoise"
"MTP18","turquoise"
"SDHAF1","blue"
"FNDC3B","red"
"ST6GAL1","blue"
"ASAH1","brown"
"RAB1A","brown"
"HN1","black"
"HSPB7","turquoise"
"SQLE","grey"
"PFKFB3","red"
"ZCCHC24","grey"
"PCYOX1","blue"
"FUCA2","yellow"
"ACOT7","grey"
"March 6","grey"
"MCTS1","brown"
"CD320","blue"
"HUWE1","blue"
"SEC14L1","turquoise"
"RALA","yellow"
"NDUFV1","blue"
"GMFG","red"
"G6PC3","turquoise"
"CPVL","blue"
"MGLL","grey"
"ATMIN","yellow"
"PDE6G","turquoise"
"CTR9","brown"
"LCMT1","blue"
"OTUB1","black"
"THRA","turquoise"
"PLEKHB1","turquoise"
"GYPC","turquoise"
"KIF1C","turquoise"
"USP15","brown"
"DHX35","blue"
"PHF5A","brown"
"THYN1","yellow"
"KIAA0664","turquoise"
"C20orf4","blue"
"APPL2","red"
"ZDHHC3","red"
"ZER1","turquoise"
"ATF5","grey"
"CASP3","brown"
"KIAA0913","black"
"RNF103","brown"
"KIF3C","red"
"ST3GAL4","black"
"ZBTB5","blue"
"TNRC6A","yellow"
"TOB2","grey"
"TNFAIP2","green"
"DBI","brown"
"LTBR","green"
"TSC22D3","grey"
"EIF4E2","red"
"MIIP","turquoise"
"TEX10","blue"
"GLG1","green"
"AIF1","black"
"SFRS4","green"
"PDCD6","yellow"
"ETNK1","brown"
"CDK7","brown"
"PLEKHJ1","blue"
"FARSA","blue"
"QRICH1","blue"
"C6orf129","yellow"
"ZNF282","red"
"NAGLU","blue"
"ZSCAN18","blue"
"TSSC4","grey"
"PSMG1","yellow"
"DHX29","yellow"
"CD37","green"
"EBP","blue"
"EGR1","turquoise"
"DUSP5","blue"
"PSME4","turquoise"
"ZNRD1","blue"
"ZNF263","blue"
"KANK2","turquoise"
"IRF8","yellow"
"PPFIA1","green"
"ATXN7L3","red"
"ZNF512","blue"
"PLAU","grey"
"PTPN12","brown"
"ZNF828","blue"
"GNAI2","black"
"PTP4A1","brown"
"MMS19","blue"
"MAGT1","brown"
"ASF1B","grey"
"ZCCHC17","grey"
"IER3IP1","yellow"
"STAU1","turquoise"
"FAM136A","yellow"
"ERCC5","yellow"
"SRRT","blue"
"FOXK2","blue"
"FOLR1","turquoise"
"TBK1","brown"
"DNAL4","grey"
"ERMP1","blue"
"C5orf62","red"
"U2AF2","blue"
"EIF2B1","yellow"
"FNBP4","blue"
"NUMB","brown"
"C2orf64","yellow"
"SC5DL","brown"
"ZDHHC18","green"
"DCPS","blue"
"MOGS","blue"
"PATL1","brown"
"TCF3","turquoise"
"KCTD2","black"
"MED11","black"
"KRAS","brown"
"TYW1","blue"
"TMEM216","brown"
"FAM20B","turquoise"
"C15orf17","yellow"
"METTL3","yellow"
"ACP5","turquoise"
"FBXL3","brown"
"GGPS1","yellow"
"PITPNB","blue"
"MRPL40","blue"
"C17orf49","blue"
"SUN1","yellow"
"SIDT2","turquoise"
"DNAJC7","yellow"
"CBX7","green"
"NR4A1","turquoise"
"NUP205","blue"
"C7orf11","brown"
"C10orf54","black"
"ZMYM3","turquoise"
"NCOA5","blue"
"CDC25B","blue"
"MYLIP","green"
"CPNE2","black"
"STX18","grey"
"SLC25A22","turquoise"
"MRPL4","blue"
"IRS2","black"
"ZMAT5","red"
"ADARB1","blue"
"SSFA2","brown"
"IFT52","turquoise"
"IL1R1","red"
"NCOA7","brown"
"PUS1","blue"
"RAB11A","brown"
"ATP6V0A1","grey"
"PPIL1","yellow"
"DCAF12","turquoise"
"SNRPE","yellow"
"MED17","yellow"
"RAB11B","turquoise"
"ITPK1","green"
"GLRX","brown"
"BASP1","black"
"RPL27","yellow"
"TBC1D23","brown"
"LSM1","grey"
"BTBD3","brown"
"UTP11L","yellow"
"TYMS","grey"
"TTYH2","blue"
"PVALB","grey"
"NME3","blue"
"C11orf48","grey"
"S100A4","green"
"PVRL2","red"
"NCOR2","blue"
"IL4R","black"
"MAPKAPK3","green"
"BCL2L11","green"
"ATP2B4","black"
"LYN","black"
"SHKBP1","black"
"TNKS","yellow"
"TPCN1","blue"
"RAB11FIP1","green"
"NPRL2","blue"
"RNF38","brown"
"MEF2A","red"
"ENDOD1","turquoise"
"IFT20","grey"
"CD59","red"
"IPO5","blue"
"DLD","brown"
"SF3A3","blue"
"SRP54","brown"
"METTL13","blue"
"NFS1","blue"
"ATP6V1A","green"
"AIMP1","yellow"
"TK1","turquoise"
"ARL2","blue"
"OLFM4","red"
"CDK5RAP1","blue"
"PRPS2","yellow"
"PDXK","grey"
"EMP3","blue"
"TTC27","blue"
"DGCR14","grey"
"HPCAL1","black"
"ATG5","brown"
"APH1A","brown"
"C2orf7","grey"
"HDAC3","blue"
"PPFIBP2","blue"
"THTPA","turquoise"
"PTX3","grey"
"NMI","brown"
"KLF13","green"
"MCRS1","turquoise"
"PPP1R15B","brown"
"RBL2","brown"
"PRDM4","yellow"
"MYOF","grey"
"MLL4","green"
"RFWD2","brown"
"KIAA0528","brown"
"C1D","brown"
"DDX50","yellow"
"CMTM4","red"
"CDCA5","grey"
"FCHSD2","brown"
"UHRF2","yellow"
"BNIP1","grey"
"FOXJ2","turquoise"
"C14orf159","green"
"VEZF1","brown"
"ATP6V0D1","black"
"LHFP","grey"
"KPNA3","yellow"
"BTD","grey"
"PRICKLE4","grey"
"REC8","grey"
"TOE1","blue"
"TMEM9B","grey"
"PYCR1","turquoise"
"SLC27A2","grey"
"DDA1","red"
"RAB22A","brown"
"HNRNPAB","blue"
"GSPT1","turquoise"
"C1orf212","red"
"C19orf22","turquoise"
"HLA-F","grey"
"KTI12","yellow"
"PRPF4B","yellow"
"PRUNE2","red"
"ITGA7","red"
"KIAA0146","yellow"
"KIAA0430","grey"
"TBC1D13","grey"
"HINFP","blue"
"PPP1R10","black"
"ABHD4","turquoise"
"URGCP","turquoise"
"CCDC130","blue"
"ANKRD27","brown"
"NOTCH1","green"
"ERF","turquoise"
"ACACA","blue"
"SMAD3","blue"
"HNRNPUL1","green"
"TAX1BP1","brown"
"EIF3L","blue"
"IFRD2","turquoise"
"NDUFB4","blue"
"RPRD1B","yellow"
"TRIAP1","yellow"
"NDUFV2","grey"
"EIF4EBP1","blue"
"MRPL45","blue"
"UBL3","brown"
"APBB3","turquoise"
"FXYD5","blue"
"HK1","turquoise"
"CDKN2A","blue"
"NME1-NME2","blue"
"SEMA4B","black"
"TACC3","green"
"CCDC25","yellow"
"PAFAH1B3","blue"
"MYO18A","green"
"PDLIM2","green"
"KIAA0182","blue"
"HEG1","blue"
"TMUB1","grey"
"ACADSB","yellow"
"CD93","black"
"ACAP2","brown"
"SESN2","red"
"WWC3","green"
"SGSM2","blue"
"NAPB","brown"
"TSPAN3","blue"
"SCAMP4","turquoise"
"GRB2","black"
"NHP2","blue"
"DAZAP2","brown"
"RPS9","blue"
"TUBGCP2","turquoise"
"CNOT7","yellow"
"S100P","red"
"TUSC2","grey"
"NLRP2","grey"
"VPS33B","grey"
"ERP44","brown"
"USF2","black"
"COIL","yellow"
"HS6ST1","grey"
"ST6GALNAC6","turquoise"
"LYPLA1","brown"
"FDPS","red"
"ZZZ3","yellow"
"LAMA5","turquoise"
"GALNT14","red"
"NRBF2","brown"
"DHRS7B","black"
"WDR5","blue"
"LOC401127","yellow"
"PRKAG2","yellow"
"DGKZ","blue"
"PSD4","green"
"PARP4","black"
"AIFM1","blue"
"C2orf68","green"
"ZHX2","green"
"ZFYVE20","grey"
"TRIM26","blue"
"PREPL","yellow"
"JUN","grey"
"TGM2","turquoise"
"PNP","turquoise"
"NUDT21","yellow"
"RFC3","yellow"
"BZW2","blue"
"TMBIM6","black"
"STXBP2","red"
"NDUFAF3","turquoise"
"GPKOW","grey"
"C14orf166","yellow"
"NONO","blue"
"ECSIT","turquoise"
"TST","grey"
"FCER1G","red"
"CLPTM1L","blue"
"TMEM115","black"
"CCNB1IP1","blue"
"SMARCA5","yellow"
"ACD","blue"
"HSDL2","brown"
"SOD3","turquoise"
"EMD","blue"
"ZNF32","blue"
"SAPS1","turquoise"
"SASH1","blue"
"ATPAF2","grey"
"NSUN4","blue"
"MAPK8IP3","grey"
"SH3BGRL2","grey"
"AGBL5","turquoise"
"NAGA","blue"
"AXIN2","turquoise"
"INPP5K","turquoise"
"SLC43A2","green"
"STK11IP","turquoise"
"SLC39A11","grey"
"ELMOD3","grey"
"NCK2","grey"
"NECAB3","turquoise"
"USP33","brown"
"GLIS2","turquoise"
"ABHD2","black"
"IDH1","brown"
"MID1IP1","green"
"UBE2N","yellow"
"H1F0","grey"
"EI24","blue"
"ORC3L","yellow"
"FABP5","yellow"
"SRP68","blue"
"REEP4","turquoise"
"EXOC1","brown"
"F8A1","green"
"MRPL54","blue"
"UBE2Q1","yellow"
"GPCPD1","brown"
"SFRS13A","yellow"
"TFF3","red"
"PSMG2","yellow"
"UBE2L3","red"
"TSPAN14","red"
"SQRDL","red"
"TAF9","yellow"
"KCMF1","brown"
"SMG7","grey"
"NIPA2","brown"
"TOR3A","yellow"
"PCIF1","turquoise"
"CAD","blue"
"SIK3","grey"
"NKTR","yellow"
"FAHD2A","blue"
"NRN1","grey"
"C7orf23","yellow"
"MTSS1","blue"
"PARP6","grey"
"ZBTB44","brown"
"ILF3","blue"
"NAT15","red"
"OTUD4","yellow"
"MCOLN1","turquoise"
"CREB3L2","yellow"
"MKRN1","turquoise"
"C20orf112","green"
"RCOR1","brown"
"DNMT3A","green"
"ANKRD10","yellow"
"KIAA1147","blue"
"WIPF1","green"
"NT5DC3","grey"
"SERBP1","yellow"
"NET1","grey"
"GSTM3","grey"
"COQ9","blue"
"GPN2","blue"
"PSMA1","brown"
"CNPY2","blue"
"SAP30BP","black"
"BEX4","yellow"
"CHMP6","red"
"SDF2L1","blue"
"RTN4","brown"
"CCNL1","brown"
"FAU","blue"
"CCDC12","blue"
"DDRGK1","blue"
"TM2D2","brown"
"ATXN2","green"
"C7orf41","turquoise"
"PPPDE2","red"
"UBA7","blue"
"VPS72","black"
"TP53INP1","brown"
"ABCD4","yellow"
"RABEP1","yellow"
"DNAJA4","turquoise"
"DUSP12","yellow"
"DGUOK","yellow"
"TRAK1","yellow"
"BOK","turquoise"
"SERTAD1","black"
"PCBP4","turquoise"
"KIF1B","red"
"JMJD1C","brown"
"C3orf75","blue"
"NDST2","red"
"OSBPL8","brown"
"ACVR1","yellow"
"SYNE2","blue"
"TMTC1","grey"
"STAT2","grey"
"PKD2","yellow"
"CHMP5","brown"
"SLC16A1","grey"
"MIR21","green"
"MOV10","grey"
"NENF","grey"
"SRP14","brown"
"SFRS9","brown"
"ENY2","red"
"MED9","grey"
"C11orf49","turquoise"
"IRF3","turquoise"
"C9orf5","turquoise"
"PSEN1","black"
"CD97","green"
"ANP32B","turquoise"
"TXNRD2","turquoise"
"WDTC1","turquoise"
"ACOT8","red"
"SBNO2","black"
"TMEM60","brown"
"YIF1B","turquoise"
"C6orf89","black"
"ARFIP1","brown"
"INO80E","blue"
"IGF1R","black"
"TBC1D9B","turquoise"
"SLC9A1","black"
"SFRS8","green"
"B4GALT2","turquoise"
"TOM1L2","turquoise"
"KIAA1797","grey"
"BRD8","brown"
"ARRDC3","yellow"
"ZNF655","brown"
"CCDC97","green"
"MAPT","turquoise"
"POGK","blue"
"PCMTD1","brown"
"ST3GAL1","turquoise"
"FAM160B2","blue"
"DCTN4","brown"
"ARHGAP21","grey"
"C1QL1","turquoise"
"SPG11","brown"
"FUK","turquoise"
"CAPN5","turquoise"
"MTMR10","brown"
"HIF1A","brown"
"WLS","green"
"POMP","red"
"COX5B","grey"
"NDUFA6","grey"
"PRSS23","blue"
"MAPKSP1","brown"
"SELK","turquoise"
"SMARCE1","yellow"
"KRT222","yellow"
"SRRM1","blue"
"PCMT1","red"
"S100A2","turquoise"
"SSBP2","blue"
"TMED1","grey"
"TCEA2","turquoise"
"R3HCC1","blue"
"PAN2","blue"
"NRGN","turquoise"
"ADA","blue"
"ZNF302","yellow"
"HES6","turquoise"
"EXOC4","blue"
"C4orf27","brown"
"ZBED1","green"
"PAQR4","turquoise"
"PPCDC","green"
"C1orf216","blue"
"PDCD10","brown"
"PUM2","yellow"
"TNFRSF1B","green"
"PRKCH","blue"
"MKNK1","red"
"PVRL1","grey"
"PLCD1","grey"
"MADD","blue"
"SLC26A6","red"
"TSC1","blue"
"MTIF2","yellow"
"C10orf137","yellow"
"C5orf53","yellow"
"ITM2C","grey"
"EHD1","red"
"NDUFA2","grey"
"PELP1","turquoise"
"NDUFS2","green"
"MON1B","black"
"PDHX","yellow"
"IL8","grey"
"C16orf62","blue"
"DNAJC25-GNG10","brown"
"PABPN1","green"
"SH3GLB1","red"
"BEX2","blue"
"PTPRCAP","blue"
"SRPK1","black"
"ZBED5","brown"
"MRPS30","yellow"
"TMEM85","blue"
"NUDCD3","blue"
"SUPV3L1","blue"
"HCK","black"
"SEC63","yellow"
"FAM192A","green"
"PALMD","turquoise"
"DHRS1","green"
"ATP2A2","yellow"
"PNMA1","yellow"
"SMC1A","yellow"
"ZCCHC14","yellow"
"PSMC4","blue"
"ARL5A","yellow"
"TPRKB","yellow"
"TMEM59L","turquoise"
"PIP5K1A","grey"
"FOXO3","turquoise"
"RFC1","yellow"
"SPAG9","green"
"POLG","blue"
"TGFBR3","blue"
"ADCK2","blue"
"CHST2","grey"
"OTUD5","turquoise"
"RGS19","black"
"IRF7","grey"
"PAK4","turquoise"
"IQSEC1","black"
"WWP2","green"
"ARID5B","brown"
"ANKS1A","red"
"TGIF2","blue"
"SLC35D2","yellow"
"LOC100294221","turquoise"
"STK19","green"
"MMD","grey"
"TNFAIP3","brown"
"LSM14B","brown"
"AURKA","grey"
"PGPEP1","red"
"MPP5","grey"
"EPB41L5","grey"
"PRKAB2","yellow"
"FAM160A2","red"
"NUFIP2","brown"
"DDX6","brown"
"CD46","brown"
"LPL","grey"
"ARPP19","brown"
"CAPN2","blue"
"HTATIP2","brown"
"YKT6","red"
"TAGLN2","green"
"CCL4","blue"
"KLHL21","green"
"TMED5","brown"
"IFI6","grey"
"RNASE4","grey"
"OS9","black"
"NDUFB7","blue"
"FKBP2","blue"
"CRKL","grey"
"DDX20","yellow"
"MSRB2","red"
"AHSP","turquoise"
"DHFR","red"
"TADA3","red"
"ANKH","turquoise"
"BTBD6","blue"
"PAPOLA","brown"
"PQLC3","yellow"
"CBFB","brown"
"WDFY1","yellow"
"ZNF652","green"
"PIK3AP1","brown"
"PIP5K1C","green"
"FADS3","turquoise"
"CCDC94","blue"
"FTSJ3","blue"
"UVRAG","green"
"ARAP1","green"
"CYGB","turquoise"
"ACSL4","brown"
"ALKBH5","turquoise"
"SNRK","brown"
"WEE1","yellow"
"CPNE1","black"
"RASSF5","green"
"BTN2A1","brown"
"CEP350","black"
"PDE8A","yellow"
"ATRN","blue"
"SESN1","yellow"
"GNPAT","yellow"
"EIF2S3","yellow"
"GPATCH3","turquoise"
"HSPA13","brown"
"WDR18","blue"
"MOBKL3","brown"
"REEP1","grey"
"RPUSD4","blue"
"AAGAB","yellow"
"CDC5L","brown"
"GADD45GIP1","blue"
"TRUB2","blue"
"SMARCC2","blue"
"CCDC124","turquoise"
"MMGT1","brown"
"PCK2","turquoise"
"TAB1","blue"
"DUSP26","turquoise"
"CYB5B","yellow"
"TAF10","red"
"MVK","grey"
"ISOC1","yellow"
"ITFG3","grey"
"SENP6","brown"
"CPNE3","brown"
"ELMO2","red"
"FHL3","green"
"C11orf1","blue"
"PJA2","brown"
"GOT2","blue"
"NUPL2","yellow"
"KYNU","grey"
"PPP1R14A","grey"
"DPCD","turquoise"
"C7orf27","green"
"CGRRF1","brown"
"LMF2","green"
"POLR3D","turquoise"
"FAM49B","brown"
"COMMD9","blue"
"THOC1","blue"
"C20orf72","yellow"
"INSIG2","brown"
"TMEM54","turquoise"
"FAM117A","turquoise"
"ARRDC2","blue"
"SAP130","green"
"LDOC1L","blue"
"DRAM1","red"
"FAM104A","turquoise"
"ASRGL1","blue"
"RAPH1","grey"
"TACC1","green"
"MOAP1","yellow"
"BRI3","black"
"AKR1C1","red"
"PAICS","blue"
"PVR","turquoise"
"EIF3D","blue"
"CLCN7","blue"
"DEF8","black"
"ECD","yellow"
"N4BP2L2","brown"
"NRAS","brown"
"STXBP3","brown"
"FBXO9","turquoise"
"CBY1","blue"
"POLR1C","blue"
"FAM127B","grey"
"CCND2","blue"
"PDE6D","yellow"
"ANKLE2","yellow"
"NPTN","brown"
"VPS18","green"
"HSF2","yellow"
"NOTCH2NL","green"
"NOTCH2","green"
"STBD1","grey"
"TDRD7","brown"
"SOCS3","red"
"UNC119","green"
"CD79B","turquoise"
"DYSF","black"
"COQ10A","blue"
"MOBKL1A","grey"
"KCNN4","blue"
"CAMK1","blue"
"C19orf2","yellow"
"PCDH1","turquoise"
"PTPRS","turquoise"
"ZNF692","green"
"INTS1","grey"
"EFTUD1","blue"
"PANX1","grey"
"NAT9","blue"
"C2orf29","blue"
"GSTT1","turquoise"
"AIM1","brown"
"MXD1","black"
"PHLPP1","black"
"CDK19","green"
"TICAM1","grey"
"LMNA","turquoise"
"SPRYD3","black"
"SERINC1","brown"
"RBM22","green"
"GUSB","grey"
"UBE2D3","brown"
"PANK4","green"
"PSMA2","brown"
"MRPL17","blue"
"ZNF444","turquoise"
"NAA10","grey"
"UBE2I","yellow"
"UBR7","yellow"
"PEX11B","yellow"
"TMEM63A","blue"
"C6orf153","blue"
"ITGB1BP1","yellow"
"AP3B1","black"
"MAPKAP1","yellow"
"CTDSP1","black"
"GRPEL2","yellow"
"PYGL","black"
"COX4NB","yellow"
"WRAP53","blue"
"RASSF4","blue"
"CRY2","grey"
"MAP2K5","blue"
"FAM111A","yellow"
"C9orf95","brown"
"PIBF1","grey"
"GOLGA4","yellow"
"PTEN","black"
"KDM1A","blue"
"DMTF1","brown"
"CRELD2","blue"
"ALAS1","red"
"FNDC4","turquoise"
"KIAA0907","yellow"
"ARHGAP15","brown"
"RCBTB1","brown"
"DCP1B","blue"
"SLC23A2","yellow"
"TMEM41A","blue"
"UBTD1","grey"
"ARHGAP19","brown"
"PIK3R4","yellow"
"GCC2","yellow"
"SH3BP5","red"
"ALDH5A1","turquoise"
"FAM178A","brown"
"SPATS2L","grey"
"CXCL1","grey"
"PLEKHO2","black"
"MAPKAPK2","red"
"SLC25A44","black"
"GYS1","red"
"NGFRAP1","grey"
"DYNLT3","brown"
"EDEM2","red"
"METTL7A","grey"
"DAXX","blue"
"CAP1","black"
"RAP1GDS1","yellow"
"THOC7","grey"
"PSENEN","black"
"PPIH","blue"
"GOLGA5","brown"
"MAFK","turquoise"
"PRKDC","green"
"RNF14","turquoise"
"FBXO32","blue"
"RRAGC","black"
"DOCK6","turquoise"
"C1orf122","red"
"RAP2A","turquoise"
"HIPK2","red"
"RAB32","red"
"PBX1","turquoise"
"YES1","grey"
"MSH2","yellow"
"ANKRA2","brown"
"C14orf109","yellow"
"ABCC1","yellow"
"PHF8","brown"
"C7orf70","yellow"
"CHST14","blue"
"BTBD7","black"
"SOS2","black"
"TMC6","turquoise"
"KIAA0513","green"
"HECA","brown"
"ETV4","turquoise"
"ZNF746","green"
"SRGAP2","turquoise"
"GBP2","grey"
"RAB14","brown"
"SLC30A9","brown"
"BBS1","turquoise"
"EXOC5","brown"
"WDR41","brown"
"HNRNPA1","yellow"
"LSR","turquoise"
"RPS6","blue"
"C1QB","red"
"PRPF31","blue"
"DCP1A","yellow"
"IRF2BP2","yellow"
"IMP4","blue"
"BEX1","grey"
"C20orf108","turquoise"
"FASTKD5","brown"
"FKBP3","yellow"
"ALOX5AP","red"
"CSTA","grey"
"MRPL21","blue"
"P2RX4","blue"
"EPS15","brown"
"IFI35","grey"
"CLK2","blue"
"PIK3CD","green"
"ZNF259","blue"
"MAOB","grey"
"SMN1","yellow"
"NFATC3","blue"
"DHX36","yellow"
"CSRP2BP","blue"
"HELZ","yellow"
"PHC1","blue"
"ADAM15","red"
"ADNP2","yellow"
"SLC9A6","brown"
"TOR1B","brown"
"GATSL3","turquoise"
"DICER1","black"
"LZTR1","turquoise"
"FBXL16","blue"
"KLF16","turquoise"
"MMP19","turquoise"
"STX3","brown"
"AP3M2","blue"
"TMEM194A","blue"
"GCFC1","yellow"
"ZFAND2B","green"
"GOLGA1","red"
"RHOBTB1","grey"
"C2CD2L","turquoise"
"CTSS","grey"
"SYS1","yellow"
"SOX4","blue"
"CHCHD8","blue"
"PNPLA6","red"
"MRPS15","blue"
"KIAA2013","green"
"QARS","blue"
"RCHY1","brown"
"TRUB1","yellow"
"RINT1","yellow"
"AMT","grey"
"TACO1","blue"
"HIGD2A","blue"
"BPGM","turquoise"
"CNNM3","blue"
"MICALL1","green"
"OAS1","grey"
"SFRS14","blue"
"GLTP","red"
"RPRD2","blue"
"GMEB2","green"
"EHD3","turquoise"
"PTPN9","grey"
"RRN3","blue"
"ADO","yellow"
"LARP4","yellow"
"ZNF12","brown"
"UCK1","grey"
"PEX5","yellow"
"TMEM187","brown"
"GTPBP1","turquoise"
"PLEKHM1","black"
"HDHD1A","brown"
"BRD2","green"
"BIN1","blue"
"ABCC4","turquoise"
"KLF4","yellow"
"NUP153","brown"
"DUSP22","black"
"NEK3","grey"
"GATAD2A","grey"
"EHBP1","blue"
"CASP7","yellow"
"ALS2","yellow"
"MMP9","red"
"FAM188A","brown"
"GDI1","black"
"GFM1","yellow"
"STMN1","yellow"
"THBD","black"
"MAOA","turquoise"
"MED21","yellow"
"TNFRSF10B","blue"
"NSA2","yellow"
"BRP44L","yellow"
"MICAL1","black"
"SETDB1","green"
"TCF25","green"
"TWSG1","brown"
"RARRES3","blue"
"LARP7","brown"
"HSPB11","yellow"
"FARP1","turquoise"
"CD2BP2","black"
"BCKDK","black"
"RNF113A","blue"
"DHRS13","black"
"PDPK1","green"
"PPM1B","brown"
"FXR1","brown"
"CD79A","blue"
"PPP1R14B","green"
"SYK","black"
"LSM7","blue"
"CCDC93","red"
"KIAA0020","blue"
"POLD4","turquoise"
"SIRPA","red"
"C12orf5","brown"
"SENP3","grey"
"C19orf28","blue"
"BAT3","turquoise"
"FAM134B","yellow"
"DCP2","brown"
"C8orf76","brown"
"ARHGAP27","green"
"NF2","blue"
"EBPL","brown"
"POLE","blue"
"VAC14","blue"
"ADAMTS9","turquoise"
"IL1RN","red"
"C1orf31","yellow"
"SMCR8","brown"
"ARRDC4","brown"
"GPSM1","turquoise"
"VPS13C","yellow"
"RNF111","brown"
"EXOC7","black"
"C5orf24","yellow"
"NDST1","black"
"TNFAIP8L2","black"
"RPS23","blue"
"B4GALT4","brown"
"SMCR7L","blue"
"TUBB2A","turquoise"
"GPRC5A","turquoise"
"MAP3K11","green"
"PPP2R5D","blue"
"ASMTL","green"
"MBD4","brown"
"C6orf62","grey"
"ELF1","brown"
"UBL4A","blue"
"PLDN","brown"
"RRS1","blue"
"TRIB3","grey"
"SLC48A1","turquoise"
"BET1","yellow"
"C19orf63","blue"
"CLN5","yellow"
"ZAK","red"
"QPCT","black"
"SLC26A11","brown"
"ERCC1","blue"
"SETD8","red"
"MPZL2","grey"
"LGALS8","red"
"PHLDA3","turquoise"
"SMAP2","black"
"TFPT","grey"
"C7orf25","brown"
"UBE2S","grey"
"RNF139","brown"
"TBCE","yellow"
"FAAH","turquoise"
"ARID1A","green"
"SLC2A4RG","blue"
"TREM1","green"
"TTLL12","grey"
"SMAGP","grey"
"ENO1","red"
"TMEM176B","grey"
"LTV1","yellow"
"PPP2R5B","turquoise"
"MTX1","red"
"UBXN2B","black"
"OSTM1","brown"
"KAZ","black"
"IFI44","grey"
"GIGYF2","green"
"March 7","brown"
"CRYZ","yellow"
"VASH1","grey"
"FAM91A1","brown"
"HBEGF","grey"
"TRRAP","blue"
"PHF11","brown"
"ANKRD40","blue"
"GBA","red"
"MLLT10","brown"
"PICALM","brown"
"TNFSF12","blue"
"KDM1B","brown"
"POMT1","turquoise"
"IL1B","grey"
"PELO","black"
"FXC1","blue"
"GM2A","grey"
"RBM12","yellow"
"PSMD13","black"
"KDM5B","black"
"ARGLU1","brown"
"KIAA0319L","green"
"TKT","green"
"EDC3","black"
"CAND1","yellow"
"DSCR3","brown"
"C1orf151","blue"
"RARG","turquoise"
"PKNOX1","black"
"GCC1","green"
"FKBP15","red"
"ZC3H11A","brown"
"SGPL1","green"
"CTBP1","blue"
"ABP1","turquoise"
"HOMER3","black"
"UBE2E2","blue"
"LOC441722","black"
"U2AF1","black"
"HTT","turquoise"
"NVL","blue"
"SCO2","grey"
"SFRS17A","green"
"WASF3","grey"
"RAI1","turquoise"
"FMNL2","grey"
"INPP5A","grey"
"BLOC1S2","brown"
"CCDC117","brown"
"SNX19","brown"
"NLK","brown"
"TLE4","brown"
"SYNJ2BP","blue"
"NRARP","turquoise"
"STEAP4","brown"
"ZNF174","brown"
"JARID2","green"
"ATM","blue"
"SMAP1","brown"
"RTEL1","turquoise"
"MME","green"
"FAM118A","blue"
"LDLR","red"
"CASP2","green"
"VTA1","brown"
"RRP7A","blue"
"BAT5","red"
"SKAP2","brown"
"DNAJC10","yellow"
"GBE1","brown"
"PTPRN","turquoise"
"EMG1","yellow"
"CCNH","brown"
"METAP1","blue"
"ATG16L1","yellow"
"WBP2","turquoise"
"IER3","red"
"GLIPR2","black"
"C12orf4","brown"
"APH1B","red"
"COMMD8","brown"
"LOC10431","grey"
"RING1","blue"
"EIF3B","turquoise"
"SLC35F5","brown"
"C17orf106","grey"
"EXOSC4","red"
"CBX6","blue"
"NUDT22","red"
"KIAA0368","brown"
"NUCB2","yellow"
"NRSN2","turquoise"
"MINPP1","grey"
"RPUSD1","turquoise"
"CPSF1","blue"
"CUL4B","brown"
"LIMD2","green"
"SPIN1","yellow"
"PAK1","green"
"SLC26A2","yellow"
"KIF2A","brown"
"THAP11","blue"
"SNTB2","red"
"MST4","brown"
"SIPA1","black"
"GIGYF1","turquoise"
"SRD5A3","grey"
"ITPKC","red"
"COMTD1","blue"
"PROS1","grey"
"ATP13A3","brown"
"ANAPC4","yellow"
"RILP","turquoise"
"C1orf96","brown"
"DAPK1","yellow"
"C1orf116","turquoise"
"DENND4B","grey"
"NRIP1","brown"
"ZC3H7A","brown"
"ACAD10","grey"
"DENND3","black"
"FKBPL","grey"
"ASXL1","turquoise"
"SELL","black"
"MRPS16","blue"
"SF1","green"
"NOL6","turquoise"
"DDX28","blue"
"DRG1","blue"
"C17orf71","yellow"
"EEF1B2","yellow"
"MAD2L1","yellow"
"SLC27A3","green"
"NDUFA7","yellow"
"AP3S2","black"
"NDUFAF4","blue"
"CLPB","grey"
"KIAA1737","yellow"
"TOMM40L","red"
"RNF6","brown"
"LASS2","yellow"
